datetime,open,high,low,close,volume
2025-04-10 14:44:00,14985.0,14990.0,14975.0,14980.0,465.0
2025-04-10 14:45:00,14980.0,14980.0,14965.0,14970.0,426.0
2025-04-10 14:46:00,14970.0,14980.0,14970.0,14975.0,536.0
2025-04-10 14:47:00,14975.0,14975.0,14970.0,14970.0,173.0
2025-04-10 14:48:00,14970.0,14975.0,14960.0,14960.0,477.0
2025-04-10 14:49:00,14960.0,14970.0,14955.0,14970.0,840.0
2025-04-10 14:50:00,14970.0,14985.0,14970.0,14985.0,1131.0
2025-04-10 14:51:00,14985.0,14990.0,14980.0,14980.0,1143.0
2025-04-10 14:52:00,14980.0,14980.0,14935.0,14940.0,2645.0
2025-04-10 14:53:00,14940.0,14970.0,14940.0,14965.0,1859.0
2025-04-10 14:54:00,14965.0,14970.0,14960.0,14960.0,794.0
2025-04-10 14:55:00,14960.0,14970.0,14960.0,14965.0,915.0
2025-04-10 14:56:00,14965.0,14985.0,14965.0,14980.0,1258.0
2025-04-10 14:57:00,14980.0,14980.0,14970.0,14975.0,663.0
2025-04-10 14:58:00,14975.0,14980.0,14970.0,14975.0,990.0
